pdf_file,page_number,image_file,classification,ocr_engine,extracted_text,extracted_char_count,confidence_estimate,review_required,reason,notes
65_hs1-834228961_62-hq-83894_section_10,128,page_0128.png,mixed_annotation,tesseract-5.5.2,"ga Hy tL bo

1 orn

Mesh '",26,30.0,true,"low confidence (30.0/100), may contain noise or degraded scan","psm=3 lang=eng; very short extraction (26 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,129,page_0129.png,mixed_annotation,tesseract-5.5.2,"wage 8 line 20 to line 25 inclusive reads as follows:

(Metal splatters on the leading edge of the horizontal stabilizer were
identified by spectrographic analysis as being formed from two
different aluminum alloys. However, these alloys could not be
identified since the chemical composition of the deposits did not
conform to any alloy used in the airplane. The long axis of the
deposits varied from 18 degrees inboard to degrees outboard.)

On July 18, 196), I made another observation, the details of which
I sent to Harvard College Observatory, Cambridge, Mass. (This
sighting was Astronomical not a man made object), a copy of their
return letter is enclosed,

Somehow both of these observations had something in common, the
color. I proceeded to experiment and have arrived at the following
conclusions, after several hundred experiments had taken place.

I have bought books on Astronomy and also books on Flying Saucers.
I know that this object was not astronomical in any way nor was it a
Flying Saucer,

This object was a cleverly design missle camouflaged to appear as a
Meteor or as a Flying Saucer.

However, this missle failed to operate as planned that is how I was

able to see the complete details of the color and also the design,
which I furnished to the government. I also know why this design
was used and also why the colors were arranged as they were. My
experiments proved this.

Thru my experiments I have been able to determine the following:

Where they get the tremendous speed from.

The wobbling effect they have on occasion.
Appearing to osGillate about their vertical axis.
Why they make no noise, condensation, or exhaust.
Whoshing and wheezing, humming noise on occasions.
Different colors they have.

Pulsating light.-Luminous appearance,

Different forms and shape.

These objects are constantly being sent over both the North and South
Americas by Russia, Anyone seeing these objects are instantly
responsive as to a flying saucer. Subjected to ridicule if this …[truncated]",2060,94.6,true,"confidence 94.6/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,131,page_0131.png,mixed_annotation,tesseract-5.5.2,"J

. eka!
AdOO} c

HARVARD COLLEGE OBSERVATORY
CAMBRIDGE 38, MASSACHUSETTS
July 28, 1964

Mr. Edward A. Stewart, Jr.
152 Mount Holly Avenue
Mount Holly, New Jersey

Dear Mr. Stewart:

The object you saw was a bright meteor, sometimes
called a ""fireball"" or a""bolide"". Almost all very
bright meteors are small bodies moving in orbits rather
like the orbits of asteroids, and probably are fragments
of asteroids. The direction of motion of your meteor
is consistent with that sort of orbit. A good many
bright meteors strike the earth each day, but most go
unnoticed. We have received another report of the same
meteor from Wilmington, Delaware.

I am sending your observation to the Moonwatch
Division of the Smithsonian Astrophysical Observatory
here in Cambridge, which has a continuing program for
analysis of visual observations of bright meteors.
Since it is very rarely possible for the professional
astronomer to observe these meteors, most of what is
known about them depends on this sort of lucky chance.

Sincerely yours,

Richard B.ySouthworth",1053,92.8,true,"confidence 92.8/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,132,page_0132.png,mixed_annotation,tesseract-5.5.2,"May 7, 1969

/
rps

Mr. Lon M) me
Eastern Representative

“National Investigations Committee

on Unidentified Flying Objects
77 Gless Avenue
Belleville, New Jersey 07109

Dear Mr. Cerame:

I have received your letter of April 30th
concerning an article you are preparing on Aerial Phenomena.

Although I would like to be of assistance, matters
pertaining to Unidentified Flying Objects and Aerial Phenomena
are not within the jurisdiction of the FBI. I regret we are unable
to be of help.

Sincerely yours,

J, Edgar Hoover

NOTE: Our files contain no information identifiable with correspondent,

JCF :pls, (5)

\
\

myn ie ee |e
MAILED 10 Saale
MAY ‘7 ~ 1969

COMM-FBI

f

WZ.

6g TELETYPE unit L_",699,84.6,true,"confidence 84.6/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,133,page_0133.png,mixed_annotation,tesseract-5.5.2,"dOHSI8 0-938

wy 1 84",21,65.0,true,"confidence 65.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (21 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,135,page_0135.png,mixed_annotation,tesseract-5.5.2,"§8
s\ §
; swe

He
g",19,52.4,true,"medium confidence (52.4/100), review recommended for mixed pages","psm=3 lang=eng; very short extraction (19 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,136,page_0136.png,typed_text,tesseract-5.5.2,"OPTIONAL FORM NO. 10 5010-106
MAY 1962 EDITION

GSA GEN. REG. NO. 27

UNITED STATES GOVERNMENT

Memorandum

Mr. Gale Won DATE: 5/16/69

*

W. V. Clevelan

SUBJECT: FORREST E7\ WOOD
4267 E. Compton Boulevard
Compton, California
Telephone No. 635-6372
INFORMATION CONCERNING

Mr. Wood telephonically contacted the Bureau at

12:50 a.m. 5/16/69 and spoke with SA Stephen F. McInerney,
Special Investigative Division.

saucers

Wood stated he is a former CIA Agent and wanted
.to report to the Director that recently he has been seeing
“flying/objects. He requested that the Director call him on

69 concerning this matter. He was advised that

Mr. Hoover would be unavailable.

From Wood's tone of voice it appeared he was
intoxicated. He advised that he was recently discharged
as a patient from the psycho ward of a Veteran's hospital. ]
Information in Bureau indices (66-3182-8679) .
indicates individual possibly identical with captioned
subject called Bureau 5/1/69, at which time he rambled
about numerous subjects and his speech indicated he had
been drinking. At that time no record identifiable with
Wood was located in Bureau files.

ACTION: For information. A check is being made with CIA
to determine if they have a former agent identical with Wood.*

e S27 _.
Miss Holmes we lik cn 47a.
Mr. DeLoach * Liaison Agent Papich caused complete

Mr. Bishop search of CIA indices regarding Wood
Mr. Gale with negative results. WVC:pnh

Mr. Cleveland 19 1969
Mr. McInerney ve y-103 10 MAY |1
» —

£ |

tt",1505,88.3,false,"confidence 88.3/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,137,page_0137.png,mixed_annotation,tesseract-5.5.2,,0,95.0,true,"confidence 95.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (0 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,138,page_0138.png,mixed_annotation,tesseract-5.5.2,"(|

J

EX-100

MAY 2 11969

May 21, 1969
473

Mr. Larr hens
Route 12, Box 206

Del City, Oklahoma 73115
Dear Mr. Stephens:
Mr. Hoover read your letter received on May 19th.

He asked that I advise you that the FBI has no infor-
mation it can send to you regarding the rumors you have heard. He
also asked that I furnish you the enclosed publications concerning
our organization.

A copy of your communication is being forwarded to
the Office of Special Investigations, Department of the Air Force,
Washington, D. C., to which its contents may be of interest.

Sincerely yours,

/

a |

77
Y

Helen W. Gandy
Secretary

Enclosures (2)
Know Your FBI
99 facts about the FBI vb
1 - Oklahoma City - Enclosure
Attention SAC: Correspondent is not identifiable in Bufiles.

NOTE: A copy of correspondent's letter is being furnished to the Office
of Special Investigations, Department of the Air Force, by form.

DCL:llk (4) i , ee

Talal

Matt ROOM LJ rengtyee unit L_",959,89.4,true,"confidence 89.4/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,139,page_0139.png,mixed_annotation,tesseract-5.5.2,,0,95.0,true,"confidence 95.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (0 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,140,page_0140.png,typed_text,tesseract-5.5.2,"a

TRUE COPY

May 14, 1969 Rt. 12 Box 206
Del City, Okla. 73115

Federal Bureau of Investigation
Penn. Ave. & 9th. NW.
Wash., D.C. 19806

Dear Sirs; f Va

There currently are rumors over the grapevine and
in print that suggest men with oriental features wearing dark clothes go
around terrorizing people who have had close-up views of UFO's.
It is also rumored these creatures have impersonated armed forces officers
and FBI investigators. They are supposed to ride around in black or dark
automobiles that either have old licence tags or none at all. Several are
reported to have attemped to run down witnesses of UFO sightings, made
disturbingzalmost macabre phone calls, silenced several investigators who
were supposed to have learned some dark secret about extraterrestial craft
or mission plans and epened mail, tapped telephones and even taken pictures
of several homes where UFO witnesses lived.

Can you give me any information on such rumors? Or can you
refer me to a source whose facilities can answer my questions?

this information will help settle some disturbing questions
the readers of my articles. Personally I am not sure at all whether I can
fully accept these rumours as facts. I need more information.

Any information you supply can ease the worries of people
who feel that the objects unknown they see in the sky may portend the visit
of a mysterious visitor.

, Yours Truly,
ge tera"" 2 (74
/s/ Mr. Talent J 7 ty?

P.S. If there are any pamphets covering tht “FETs 'RActions you feel I
will need, please send them along.

—",1547,92.1,false,"confidence 92.1/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,141,page_0141.png,mixed_annotation,tesseract-5.5.2,"»
Moxy 14,1969

Werk, OC. 19906

coh, cDettiins bile opti dee whe bee Dsl

eat Ce ppd Lo rrole around dn
Auw clounn uctreite o wea nga, seacle baturten.
i epenecl scribed, tedden fade to ee
GESTS a mingles se unttmerd eas

tn pet a ”",233,30.7,true,"low confidence (30.7/100), may contain noise or degraded scan",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,142,page_0142.png,mixed_annotation,tesseract-5.5.2,"69. HY eS 6
7 & 61M",19,54.4,true,"medium confidence (54.4/100), review recommended for mixed pages","psm=3 lang=eng; very short extraction (19 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,143,page_0143.png,mixed_annotation,tesseract-5.5.2,"Dp a
eset ;
a et ee at
Mel more 10 fat veepend
LO ise whe
Phy ae the

Ce yt lf pe
AMAA),
‘ee ee

a

(ZA
eto) pap nigga Tes",122,32.4,true,"low confidence (32.4/100), may contain noise or degraded scan",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,144,page_0144.png,mixed_annotation,tesseract-5.5.2,0936 Date: 04-14-2026,21,95.0,true,"confidence 95.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (21 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,145,page_0145.png,mixed_annotation,tesseract-5.5.2,"October 13, 1969

y LY AATEEAIE!
aa

Mr. Paul Brassington
UFO Astronomer Club
94 Dreyer Drive

Ajax, Ontario, Canada

Dear Paul: ee 7 :

Zl
S5
(

The letter from you, : Stephen Smith and Gary

/Hargreaves was received on October 8th.

¢

The investigation of Unidentified Flying Objects is not
and never has been a matter that is within the investigative jurisdiction
of the FBI. I can assure you the photograph you mentioned does not
represent employees of this Bureau.

Enclosed is some material relating to the work of this
Bureau which I hope will be of interest to you.

Sincerely yours,
MAILED 4.

OCT 13 1969 7 Bagar Hoover y’
COMM-FBI

Enclosures (6)
3 copies of The Story of the FBI
3 copies of 99 Facts About the FBI

NOTE: Correspondents are not identifiable in Bufiles. The photograph in
question has previously come to the Bureau's attention and is known to have
appeared in a publication in Europe concerning unidentified flying objects.
A caption under the photograph alleges two FBI Agents are leading a person
from outer space down the street.

tet

fit a

CI",1076,89.1,true,"confidence 89.1/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,146,page_0146.png,mixed_annotation,tesseract-5.5.2,Je AV ST UF ot I,16,49.3,true,"medium confidence (49.3/100), review recommended for mixed pages","psm=3 lang=eng; very short extraction (16 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,148,page_0148.png,mixed_annotation,tesseract-5.5.2,"jae g¢ 4
A ‘~",13,54.3,true,"medium confidence (54.3/100), review recommended for mixed pages","psm=3 lang=eng; very short extraction (13 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,150,page_0150.png,typed_text,tesseract-5.5.2,,0,95.0,true,"confidence 95.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (0 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,151,page_0151.png,typed_text,tesseract-5.5.2,")

June 20, 1972

¢

THE PENTAGON
Washington, D.C.

Dear Sirs:

4

In approximately seven months or .January, 1972, certain copies of top-secret
documents shall be sent to the New York Times as well as two other newspapers.
These documents are related agond will be an ostentation of t involvement of the
pentagon in the controversial Unidentified Flying Objects"" or ""EL ing Saucer""
subject. It will show that not “only the U.S. Air Force was involved in UFO research
but the other military branches as well.

Analysis and the actual conclusions of the classic UFO cases shall be revealed.
This shall be accomplished by zeroxed documents and photographs that General
Wolfe had reviewed when he was head of the Army's UFO support program in the
Pentagon during the Eisenhower years.

Sorry, but it is concluded here that this is the best course to take because

we feel that the secret UFO investigations are parallel in nature to the Times-
Pentagon Vietnam controversy. If we are wrong in taking this action, time will tell

g2 AUG

_——_———

ts fies, ~ NO R71 COMEMY LATED",1073,89.2,false,"confidence 89.2/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,152,page_0152.png,mixed_annotation,tesseract-5.5.2,"»

February 23, 1972

Miss Mary Beth Martine

Box 463, Oak Street

Westmoreland City, Pennsylvania 15692
Dear Miss Martine:

I regret that I am unable to comment as you requested
in your letter of February 15th. The investigation of Unidentified _
Flying Objects is not and never has been a matter that is within the
investigative jurisdiction of the FBI.

Sincerely yours,

J, Edgar Hoover

John Edgar Hoover
Director

NOTE: Bufiles reflect no record of correspondent.

MLN;je (3)
P fet

We
ah

oa AAT ‘
60 MAR 2

MAIL ROOM [__] | TELETYPE UNIT C_]",549,88.3,true,"confidence 88.3/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,153,page_0153.png,mixed_annotation,tesseract-5.5.2,"se sit f}

1G-03Na<

au

dl. i",30,44.2,true,"medium confidence (44.2/100), review recommended for mixed pages",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,154,page_0154.png,typed_text,tesseract-5.5.2,"TRUE COPY

Box 463 Oak Street
Westmoreland City, Pa.
15692

February 15, 1972

Dear Mr. Hoover,

I would please like your opinion on U. F. O's. whether or
not you think they exist or not.

Sincerely,

Mary Beth Martine

5

4
5

' yr,
truecopy “8 6g- 63974 S/o

ne _  )

—— 4

S Fes o4 1972

“ pee",296,71.1,false,"confidence 71.1/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,155,page_0155.png,typed_text,tesseract-5.5.2,"cm AUS de —
is Ss VIVA
rN

Doon oe a:
No nin Orn ""QL Fe Ys, nes AGN CW
in Noo your Set NN OMY awe Hs Ow

mo

“Mei “Nii

QHUIIN.2",128,35.9,true,"low confidence (35.9/100), may contain noise or degraded scan",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,156,page_0156.png,typed_text,tesseract-5.5.2,n\ 934,6,61.7,true,"confidence 61.7/100, extraction likely reliable","psm=3 lang=eng; very short extraction (6 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,157,page_0157.png,mixed_annotation,tesseract-5.5.2,".

OFFICE OF THE festsT 4 4!EF OF STAFF FOR INTELLIGENCE

WAS. TON. 0.C. 20310

DEPARTS »: OF THE ARMY

DAMI-DOI-S_— , _ Date: 23 July 1971

£02

X] FBI Attn: LNO MR. capi, RM 1012, 9th & D

[

{ ] CIA Attn: LNO

[ ] USSS Attn: LNO

[ ] GIaD

{ JNIS

{ ] OSI

{ ] USAINTC Attn: Dir of Inves
f 1 USATRR

{ j DIA Attn: DS-6A

{ ] USASA Attn: Dir of a”
[

]
Mi
] Attached forwarded for your information.
Attached forwarded for appropriate action.
No further action contemplated by this office.

Your office will be kept informed of status
of this case.

Cys Furnished: ALFRED G. KEGGINS
/ LTC, GS
— CHIEF, CI DIVISION

ACSI. Form 343
21 Jan 71

The office symbols for OACSI
which will appear in AR 340- 12
are obsolete due to a reorgani-
zation of OACSI. Please use
office symbol that appears on
this correspondence in
correspondence addressed to
this office.",856,85.2,true,"confidence 85.2/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,159,page_0159.png,mixed_annotation,tesseract-5.5.2,"me Te

bbe nogebaten NO. 10 é

GSA FPMR (41 CFR) 101-11.6

UNITED STAT: GOVERNMENT
Memorandum

ACTING DIRECTOR, FBI : 3/20/73
Nf ee ——
SAN ANTONIO (62-0)

DAVE T. OZANNE
INFORMATION CONCERNING | ;
a py

00: SAN ANTONIO }

Enclosed for the Bureau are four copies of an
LHM reflecting information provided by Sgt. PAUL STIGLIANO,
United States Air Force, Recruiting Depot, Waco, Texas
concerning the subject. One copy of LHM is also being
furnished to Dallas.

This information is being furnished to the Bureau
for proper déassemination to the military due to the partic- 4
ular request made by the subject concerning UFO (unidentifie a
flying objects).

Interview of Sgt. STIGLIANO was conducted by SA
RICHARD T. JESINGER of the FBI in Waco, Texas on 3/9/73.

—— eee

22 mar 251973 |

ee |

Bureau (Encl. 4) itl T bb

Dallas (Enel. 1) | —oa
1 - San Antonio : ie fon Jotnery
A? 4
RTJ/jak /, cog of nck Yo Lem
ra ) Abbe a

glock hageres Chek
¢

27 pam
1973

Buy U.S. Savings Bonds Regularly on the Payroll Savings Plan

5010-108-02",1028,77.2,true,"confidence 77.2/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,160,page_0160.png,typed_text,tesseract-5.5.2,,0,95.0,true,"confidence 95.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (0 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,161,page_0161.png,mixed_annotation,tesseract-5.5.2,"In Reply, Please Refer to
File No.

Lge STATES DEPARTMENT Or@srice

FEDERAL BUREAU OF INVESTIGATION

San Antonio, Texas

March 20, 1973

DAVE T. OZANNE

On March 9, 1973, Sergeant Paul Stigliano, United
States Air Force, Recruiting Office, Professional Building,
Waco, Texas, advised that a man identifying himself as Dave
T. Ozanne contacted the night-shift supervisor at the Waco
Tribune Newspaper, and inquired regarding any information
the newspaper could be able to furnish him concerning any
unidentified flying objects observed in the Waco, Texas area.
Ozanne had identified himself as a Captain in the United States
Air Force. Ozanne was described as having on an Air Force
uniform with a chaplain' s badge on the uniform. Ozanne also
had in his possession at the time a folder marked Top Secret
which contained pictures of various military installations
No specific information concerning these photos could be
provided by Sergeant Stigliano.

Sergeant Stigliano stated that when Ozanne was
informed that they could provide no information to him he
left his card which contained his name and the following
information:

| JAVE ba MALL

Address: 3911 Bowser, Apartment 209,

por Dallas, Texas

Phone: 526-5908

Sergeant Stigliano advised that the individual did
not act in any strange manner, and did not attempt to obtain
anything other than information from the newspaper. Sergeant
Stigliano advised that this information was being furnished
to the proper authorities only for information purposes as
they do not suspect any unlawful activity.

This document contains neither recommendations nor
conclusions of the FBI. It is the property of the FBI and
is loaned to your agency; it and its contents are not to be
distributed outside your agency.

1%

ENGLOSU:",1770,93.8,true,"confidence 93.8/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,162,page_0162.png,mixed_annotation,tesseract-5.5.2,"In Reply, Please Refer to

File No.

ue STATES DEPARTMENT or @srce

FEDERAL BUREAU OF INVESTIGATION

San Antonio, Texas

March 20, 1973

DAVE T. OZANNE

On March 9, 1973, Sergeant Paul Stigliano, United
States Air Force, Recruiting Office, Professional Building,
Waco, Texas, advised that a man identifying himself as Dave
T, Ozanne contacted the night-shift supervisor at the Waco
Tribune Newspaper, and inquired regarding any information
the newspaper could be able to furnish him concerning any
unidentified flying objects observed in the Waco, Texas area.
Ozanne had identified himself as a Captain in the United States
Air Force. Ozanne was described as having on an Air Force
uniform with a chaplain's badge on the uniform. Ozanne also
had in his possession at the time a folder marked Top Secret
which contained pictures of various military installations.
No specific information concerning these photos could be
provided by Sergeant Stigliano.

Sergeant Stigliano stated that when Ozanne was
informed that they could provide no information to him he
left his card which contained his name and the following
information:

Address: 3911 Bowser, Apartment 209,
per Dallas, Texas
Phone: 526-5908

Sergeant Stigliano advised that the individual did
not act in any strange manner, and did not attempt to obtain
anything other than information from the newspaper. Sergeant
Stigliano advised that this information was being furnished
to the proper authorities only for information purposes as
they do not suspect any unlawful activity.

This document contains neither recommendations nor
conclusions of the FBI. It is the property of the FSI and
is loaned to your agency; it and its contents are not to be
distributed outside your agency.",1738,94.4,true,"confidence 94.4/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,163,page_0163.png,mixed_annotation,tesseract-5.5.2,"Ueno STATES DEPARTMENT or Qstice

FEDERAL BUREAU OF INVESTIGATION

San Antonio, Texas

In Reply, Please Refer to

File No.

March 20, 1973

DAVE T. OZANNE

On March 9, 1973, Sergeant Paul Stigliano, United
States Air Force, Recruiting Office, Professional Building,
Waco, Texas, advised that a man identifying himself as Dave
T, Ozanne contacted the night-shift supervisor at the Waco
Tribune Newspaper, and inquired regarding any information
the newspaper could be able to furnish him concerning any
unidentified flying objects observed in the Waco, Texas area.
Ozanne had identified himself as a Captain in the United States
Air Force. Ozanne was described as having on an Air Force
uniform with a chaplain's badge on the uniform. Ozanne also
had in his possession at the time a folder marked Top Secret
which contained pictures of various military installations.
No specific information concerning these photos could be

provided by Sergeant Stigliano.

Sergeant Stigliano stated that when Ozanne was
informed that they could provide no information to him he
left his card which contained his name and the following
information:

Address: 3911 Bowser, Apartment 209,
per Dallas, Texas
Phone: 526-5908

Sergeant Stigliano advised that the individual did
not act in any strange manner, and did not attempt to obtain
anything other than information from the newspaper. Sergeant
Stigliano advised that this information was being furnished
to the proper authorities only for information purposes as
they do not suspect any unlawful activity.

«

This document contains neither recommendations nor
conclusions of the FBI. It is the property of the FBI and
is loaned to your agency; it and its contents are not to be
distributed outside your agency.",1745,94.3,true,"confidence 94.3/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,164,page_0164.png,mixed_annotation,tesseract-5.5.2,"j

October 25, 1973

REC. 25 G

Sn |

130 East Francis Avenue
La Habra, California 90631

Dear Mr. Fraide:
In reply to your letter received on
the investigation of Unidentified Flying Objects is not and
never has been a matter that is within the investigative
jurisdiction of the FBI. Therefore, I cannot comment as you
suggested. I regret that I am unable to be of assistance in
this instance.
Sincerely yours,
C. Mx Kelley
Clarence M. Kelley
Director
NOTE: Correspondent is not identifiable in

jkb:cmc (3)

Assoc. Dir. ____

Asst. Dir.:
Admin. —
Comp. Syst.

Ext. Affoirs —_
Files & Com.

Gen. Inv. —_
Ident.
Inspection

Intell. —

Laboratory —__

Plan. & Evol.

Spec. Inv. —

Training =

Director Sec'y

Legal Coun. 0) \ Xft h
MAIL ROOM ELETYPE UNITC) ~~",758,83.2,true,"confidence 83.2/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,165,page_0165.png,mixed_annotation,tesseract-5.5.2,,0,95.0,true,"confidence 95.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (0 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,166,page_0166.png,mixed_annotation,tesseract-5.5.2,"ON FRAIDE
IBo £. FRANCI SAM
LA HABBA, CALI FORNY
THUES

BDAY, OC CTORER 18, /9 73)

4A Jab he Ne mle
eA Se

wee

=I EY 2 a> Wr aS LEN = RY ES har Rd met Sa es Us THESE

Cy Se Scr Wee ss EN Tee Ses
Oe .-FA) sev,THerese
KCUMERoOUS Si GHTInes
ee oe ey a
ke Pat eo

2 OO ae ae ce a

ALPE
Teve

HANE BEEN
Ry eHT Heese

CALIFORNIA

SERPS
RBREINGs oF

ES or. ef Fry
RTOVING MATHINES?
ESE SIGHTINGS
STATES

2 ote: = 2)
oe Se Sa oma Pm COIS OS SS Ge
FROM THe ATLANDG
TOTHE Ba cific
CN Tee etl ee RPE Cm eee
Be RPerotetTtep to FPReSbent AL
MAYBE Be —ENowS ast y THEY ARE
SCARING GEEeTrAIN Seo: Intute
Seo tre 6 pe eT SS ert es aS

GS Peek. eR ea See Oe oe ee

SfrGeHetTnes 1 GHT pat OL Ly alia als
CO EE ae ee ET REGS - © Rea Bil ©
GSN tS SARS fee oie = Y og

CIN Fae =)
SEIN ED OS COAST AN

N,

#2 octT-30.1973
VOUSRS SUBLE came tence |
ec ores | \\

cman",846,35.4,true,"low confidence (35.4/100), may contain noise or degraded scan",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,167,page_0167.png,mixed_annotation,tesseract-5.5.2,"April 15, 1974
1 - Mr. Mintz

Apartment 2

(ae Wo 2 noe 21 Serue | a fl
3

xt. Affairs

tiles & Com.

Inspection —

Intell. _

Loboratory __
Plon. & Eval.

2904 South 13th Road
Arlington, Virginia 22204

Dear Mr. Bryant:

~I~

Your letter was received on April 3rd.

7

4

In response to your request for information from
FBI files regarding your activities in the unidentified
flying objects research field, please be advised that we
have no such information in our files except copies of prior
correspondence with you and a record of your September. 17,
1963, interview. Therefore, we have no documents to send
to you and cannot further comply with your request.

AM Ef ops S,
PY Tikts tw

ZZ.

Sincerely yours,

CUFT

&, M. Kelley,

Clarence M. Kelley
Director

C2 ae a,

Norfolk - Enclosure

Attention: Special Agent Steve Boyle.

Bufile 62- 115530 (FOI-REPLIES
NOTE: Bufiles reflect prior correspondence with Bryant regard-
ing UFO's of which copies have been made and are being furnished
to him. Data pertaining to the interview is contained in
an incoming airtel from Norfolk dated 9/24/63. SA Steve Boyle
of the Norfolk Office was contacted and apparently the interview
of Bryant in 1963 was initiated because of voluminous correspon-
dence which Bryant had sent to Federal and military as well as
law enforcement agencies.

Ae zeme (5) MAILED 20

APR1 51974

FB}

yl

Atite?

STA TELETYPE UNIT [__]",1407,85.4,true,"confidence 85.4/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,168,page_0168.png,mixed_annotation,tesseract-5.5.2,"bled e” | SI Bet

QaAisvaa",26,39.1,true,"low confidence (39.1/100), may contain noise or degraded scan","psm=3 lang=eng; very short extraction (26 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,169,page_0169.png,mixed_annotation,tesseract-5.5.2,"2904 South 13th Road - Apt 2
Arlington, Virginia 22204
March 31, 1974

Director
Federal Bureau of Investigation
Washington, D. C.

o

On September 17, 1963, Mr. John S. Castles, an FBI agent of the Newport

Dear Sir:

News, Va. contingent, visited me at my place of employment (Ft. Eustis, Va.)
to interview me as to my interest in the subject of unidentified flying
objects (UFO's). I understand that Mr. Castles prepared a formal report of
that interview.
Since President Nixon recently has expressed his intention to assure that
the privacy and civil liberties of individual citizens receive the protection
they deserve under our form of government, it is in the spirit of that assurance
that I respectfully request that you send me a copy of Mr. Castles' report along
with a copy of all other documents in your files pertaining to my activities in
the UFO-research field. age-10 a - v2 gf }
EX-1]] Yours sincerely, a

)

Larry W. Bryant

Copy furnished to: Director, Washington, D. C. Office, American Civil Liberties Unien",1027,91.4,true,"confidence 91.4/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,170,page_0170.png,typed_text,tesseract-5.5.2,,0,95.0,true,"confidence 95.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (0 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,171,page_0171.png,typed_text,tesseract-5.5.2,"4:22 (Rev. 6-26-73)
; Federal Bureau of Investigation

(__] Name Searching Unit - Room 6527
L___} Service Unit - Room 652
__| Forward to File Review
[Er Attention =

nto_ W207 __

Superv

= gular Request (Analytical Search)
L___]All References (Subversive & Nonsubversive)
[__]Subversive References Only
L__JNonsubversive References Only

Cea Moinse References Only

Type of ‘Segrch Requested: we
L + Restricted to Locality of A

Exact Name Only (On th

Buildup 5 Variations

Shblect..
Birthdate & Place
Address —___

Tecais lities Cekisslon

Ré",545,76.8,false,"confidence 76.8/100, extraction likely reliable",psm=3 lang=eng
